#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0       -5.72519     0.00968341        4127.75      30
#indices  rapidity(ita)            phi             pt
   88212        3.24733        6.26359        22.0042
   88372        3.22881        6.27754        22.0004
   86163         8.7606         6.1092        1218.88
   89407         8.6897    0.000164085            211
   86343        8.35104      0.0378558        581.292
   88832        8.30884         6.2694        130.012
   89027        1.28799     0.00110572            211
   89642        1.26255        6.28304           2212
   87777       -4.37436      0.0281436        22.0087
   88016       -4.33329       0.213689      0.0932515
   89982       -4.34542        6.15177        22.1913
   86551       -4.07509        5.92836      0.0628812
   87061       -4.17984        5.77135      0.0648674
   86492        1.18762      0.0136921        22.0021
   86931        -1.1882      0.0241588       0.407566
   87192       -1.20015      0.0129783        22.0019
   86552    -0.00510157     0.00500441        22.0003
   86822    -0.00638246     0.00420902        22.0002
   87202    -0.00615155     0.00304655        22.0001
   87917        1.93969        6.26643        22.0031
   86467        1.92226        6.28156             22
   87507        1.91488        6.28099            130
   86242        1.96315      0.0337375        22.0125
   86657        1.95081      0.0584779        22.0377
   88261        1.92024      0.0669627       0.247967
   89962        1.70934       0.108245        22.1295
   88126        1.72438       0.263841       0.294355
   88442        1.70765       0.135987         22.205
   86482        1.75475     0.00946449         22.001
   88102        1.74364        6.28122             22
   86797        1.63996        6.26283        22.0046
   89877        1.67845        6.27761        22.0003
   87187        1.46739     0.00296529        22.0001
   87052       -1.02559      0.0141228        22.0022
   88891       -1.05719      0.0301824        4.85933
   88952       -1.78425     0.00207824            211
   87401       -1.72495       0.191625       0.992206
   89356       -1.81427       0.180444        1.13772
   87302        1.48759        6.25049        22.0118
   88406        1.29109        0.12075       0.319439
   89417        1.32589      0.0701626        22.0543
   88257        1.38383    6.09341e-05             22
   86337        1.31022        6.28315           2212
   88933       -1.13452              0              0
   89227       -1.12782        6.28196             22
   86717        1.36901       0.247672        217.641
   88396        1.29412       0.507077        1.45384
   88902        1.16388       0.461661        24.5724
$
#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0       -11.3488        0.45288         4826.8       1
#indices  rapidity(ita)            phi             pt
   90112       -11.3488        0.45288         4826.8
$
#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0       -4.49316    0.000983877        6552.05      79
#indices  rapidity(ita)            phi             pt
   91225       -4.40892    0.000159156             22
   93645         -4.433     0.00192236             22
   90715       -4.19748      0.0318153        22.0111
   92245       -4.19432        6.28189             22
   93255       -4.18298     0.00232503        211.001
   92070       -4.37539         6.2818            211
   93260       -3.94998        6.28174            211
   91035       -3.93333        6.28264             22
   91125        -3.9272     0.00399751        22.0002
   92050       -4.26893     0.00364454        22.0001
   93055        -4.2543        6.28234             22
   91450       -4.35988    0.000670283            211
   93480       -4.36753        6.27787        211.003
   93660       -1.03833      0.0403566        22.0179
   93039      -0.938461       0.209709      0.0528573
   93895      -0.993574       0.058238        22.0374
   90501      -0.686486      0.0643513        342.109
   93409          3.072       0.187174       0.530181
   93605        3.14196      0.0614615        22.0416
   91350      -0.607668       0.019972        22.0044
   92080      -0.623062     0.00193698             22
   93470       -1.36318        6.14918         22.199
   93910        -1.3915        6.16354        22.1584
   93160       -1.31275      0.0121108        211.015
   91580       -1.28932     0.00111023            211
   91945       -1.29627        6.24164         22.019
   92875        -3.3278        6.27958        22.0001
   92250       -3.22253        6.28174             22
   91940       -3.02814        6.26929        22.0021
   90930       -2.79419         6.2831            211
   93575       -2.76539      0.0089419        22.0009
   91700       -3.37184        6.28245            211
   93060       -3.39163     0.00886076        22.0009
   91230       -3.44355        6.27532        22.0007
   91885       -3.40905        6.27545        211.006
   93790       -3.41538        6.26609        22.0032
   91120      -0.902605    0.000769415             22
   92600     -0.0140182     0.00888083        22.0009
   92810     -0.0193193      0.0177653        22.0035
   91305       -1.86051        6.27994        22.0001
   91690       -1.69187      0.0121007        22.0016
   93770       -1.70664     0.00191813            211
   90940       -1.46592        6.28255            211
   93795       -1.53429         6.1973        22.0814
   90704       -1.61903        6.22352       0.420347
   92235       -1.58109        6.22814        22.0334
   91485       -2.01017        6.28015        211.001
   91395       -2.10851        6.24696        22.0144
   91570       -2.09246        6.25582        22.0082
   93735        -2.0794        6.25715        22.0075
   90845       -2.12424     0.00381223        211.002
   90855       -2.10474        6.27524        22.0007
   93670       -2.11488         6.2754        22.0007
   91615       -3.69655     0.00451964        22.0002
   93440       -3.69477     0.00106181            211
